scenario,group,seed,pop,trait,n_gwas,rg,frac_shared_causal,n_pop,n_trait,rho_pheno,h2,method,phi_mode,phi,corr,time_s
npop_p2,npop_sweep,27,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9170103699479609,71.2
npop_p2,npop_sweep,27,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9364540899973494,49.6
npop_p2,npop_sweep,27,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8825736078413714,71.2
npop_p2,npop_sweep,27,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8746249294920777,49.6
npop_p2,npop_sweep,28,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.916083184494553,72.8
npop_p2,npop_sweep,28,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9375660101925747,49.6
npop_p2,npop_sweep,28,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8731846481483595,72.8
npop_p2,npop_sweep,28,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8839682427765881,49.6
npop_p2,npop_sweep,28,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9155893543832588,72.8
npop_p2,npop_sweep,28,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9460882399809742,49.6
npop_p2,npop_sweep,28,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.873730820143936,72.8
npop_p2,npop_sweep,28,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8949223207956174,49.6
npop_p2,npop_sweep,28,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9262577845876614,70.2
npop_p2,npop_sweep,28,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9405063903908567,49.2
npop_p2,npop_sweep,28,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8849393976493864,70.2
npop_p2,npop_sweep,28,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8761087371230454,49.2
npop_p2,npop_sweep,28,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9250079125887462,70.2
npop_p2,npop_sweep,28,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9484082578462479,49.2
npop_p2,npop_sweep,28,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8889362828803177,70.2
npop_p2,npop_sweep,28,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8742130848687785,49.2
npop_p2,npop_sweep,29,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9060611565753512,74.4
npop_p2,npop_sweep,29,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9378717903034913,50.2
npop_p2,npop_sweep,29,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8889266734390222,74.4
npop_p2,npop_sweep,29,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8968079238816872,50.2
npop_p2,npop_sweep,29,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9112923181793148,74.4
npop_p2,npop_sweep,29,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9391202230879617,50.2
npop_p2,npop_sweep,29,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8669878196805912,74.4
npop_p2,npop_sweep,29,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8818264605686315,50.2
npop_p2,npop_sweep,29,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9185779825401528,71.8
npop_p2,npop_sweep,29,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9329055282285864,50.3
npop_p2,npop_sweep,29,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8957501339844256,71.8
npop_p2,npop_sweep,29,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9017323954809978,50.3
npop_p2,npop_sweep,29,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9228892742177387,71.8
npop_p2,npop_sweep,29,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9348569625732427,50.3
npop_p2,npop_sweep,29,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8748291744532162,71.8
npop_p2,npop_sweep,29,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8925156363699188,50.3
npop_p2,npop_sweep,3,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9164412471095197,73.6
npop_p2,npop_sweep,3,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.946883822706108,49.9
npop_p2,npop_sweep,3,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8758571993541199,73.6
npop_p2,npop_sweep,3,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8837154219579776,49.9
npop_p2,npop_sweep,3,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9110528747571777,73.6
npop_p2,npop_sweep,3,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9412191414063921,49.9
npop_p2,npop_sweep,3,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8585762979008459,73.6
npop_p2,npop_sweep,3,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8591252800256386,49.9
npop_p2,npop_sweep,3,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9288908410456166,71.6
npop_p2,npop_sweep,3,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9472639256096091,49.4
npop_p2,npop_sweep,3,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8832329815355443,71.6
npop_p2,npop_sweep,3,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8856462710897688,49.4
npop_p2,npop_sweep,3,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.923907643906729,71.6
npop_p2,npop_sweep,3,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9458067543167586,49.4
npop_p2,npop_sweep,3,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8713432199254555,71.6
npop_p2,npop_sweep,3,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8695735496966488,49.4
npop_p2,npop_sweep,30,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9067146060553688,75.2
npop_p2,npop_sweep,30,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9325559626371362,50.5
npop_p2,npop_sweep,30,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8604894458428964,75.2
npop_p2,npop_sweep,30,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8635271304169861,50.5
npop_p2,npop_sweep,30,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9082124159645917,75.2
npop_p2,npop_sweep,30,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9338387528505833,50.5
npop_p2,npop_sweep,30,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8606775101661359,75.2
npop_p2,npop_sweep,30,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8877925112207329,50.5
npop_p2,npop_sweep,30,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9162469454099098,73.3
npop_p2,npop_sweep,30,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9345056818936553,49.7
npop_p2,npop_sweep,30,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.876682837128827,73.3
npop_p2,npop_sweep,30,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8694113195060043,49.7
npop_p2,npop_sweep,30,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9180329229704643,73.3
npop_p2,npop_sweep,30,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9351021469009281,49.7
npop_p2,npop_sweep,30,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8786590787843453,73.3
npop_p2,npop_sweep,30,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8808350351334914,49.7
npop_p2,npop_sweep,4,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9143162386844941,75.2
npop_p2,npop_sweep,4,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.936891792302171,50.8
npop_p2,npop_sweep,4,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8787420597390672,75.2
npop_p2,npop_sweep,4,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8717902803011529,50.8
npop_p2,npop_sweep,4,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9166927256271585,75.2
npop_p2,npop_sweep,4,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.933866455633638,50.8
npop_p2,npop_sweep,4,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.880104739395194,75.2
npop_p2,npop_sweep,4,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8965781164065599,50.8
npop_p2,npop_sweep,4,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9251487645080122,72.3
npop_p2,npop_sweep,4,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.937407616922441,50.5
npop_p2,npop_sweep,4,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8830453283609239,72.3
npop_p2,npop_sweep,4,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8662595408816707,50.5
npop_p2,npop_sweep,4,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.926360805415775,72.3
npop_p2,npop_sweep,4,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9412567309093887,50.5
npop_p2,npop_sweep,4,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8879243935582811,72.3
npop_p2,npop_sweep,4,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8954926643351845,50.5
npop_p2,npop_sweep,5,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9145718596165303,73.3
npop_p2,npop_sweep,5,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9446826278798645,49.8
npop_p2,npop_sweep,5,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8763978090455716,73.3
npop_p2,npop_sweep,5,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.884677689875244,49.8
npop_p2,npop_sweep,5,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9137983610500783,73.3
npop_p2,npop_sweep,5,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9471316766452351,49.8
npop_p2,npop_sweep,5,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8740075189861789,73.3
npop_p2,npop_sweep,5,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8585214748589672,49.8
npop_p2,npop_sweep,5,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9272823736593614,69.9
npop_p2,npop_sweep,5,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9419728760864227,50.0
npop_p2,npop_sweep,5,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8860364699364803,69.9
npop_p2,npop_sweep,5,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.891762564107595,50.0
npop_p2,npop_sweep,5,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9252351525988713,69.9
npop_p2,npop_sweep,5,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9447138979359788,50.0
npop_p2,npop_sweep,5,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8823814942208421,69.9
npop_p2,npop_sweep,5,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8488324784318623,50.0
npop_p2,npop_sweep,6,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9079675075024841,74.0
npop_p2,npop_sweep,6,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9366425311943825,49.9
npop_p2,npop_sweep,6,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8670961141817175,74.0
npop_p2,npop_sweep,6,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8734159442533702,49.9
npop_p2,npop_sweep,6,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.91372474617699,74.0
npop_p2,npop_sweep,6,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9381718220716454,49.9
npop_p2,npop_sweep,6,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.868282102671105,74.0
npop_p2,npop_sweep,6,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8843190119469774,49.9
npop_p2,npop_sweep,6,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9197827824669318,71.4
npop_p2,npop_sweep,6,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9340079708226422,49.6
npop_p2,npop_sweep,6,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8841477238436768,71.4
npop_p2,npop_sweep,6,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8604371110225956,49.6
npop_p2,npop_sweep,6,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9239628687819819,71.4
npop_p2,npop_sweep,6,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.944510657289436,49.6
npop_p2,npop_sweep,6,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8758366038003439,71.4
npop_p2,npop_sweep,6,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8728235638095537,49.6
npop_p2,npop_sweep,7,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9191216247087596,74.0
npop_p2,npop_sweep,7,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.939734395147546,49.2
npop_p2,npop_sweep,7,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8708122520734927,74.0
npop_p2,npop_sweep,7,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.891413257732744,49.2
npop_p2,npop_sweep,7,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9233064216683832,74.0
npop_p2,npop_sweep,7,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9417307315904385,49.2
npop_p2,npop_sweep,7,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8878754712390597,74.0
npop_p2,npop_sweep,7,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8995472282422973,49.2
npop_p2,npop_sweep,7,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9285347016369578,71.4
npop_p2,npop_sweep,7,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9419943005014764,49.3
npop_p2,npop_sweep,7,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8791098465858872,71.4
npop_p2,npop_sweep,7,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8977852263910474,49.3
npop_p2,npop_sweep,7,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9312154309312322,71.4
npop_p2,npop_sweep,7,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9395362001709705,49.3
npop_p2,npop_sweep,7,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8975019909512825,71.4
npop_p2,npop_sweep,7,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8987402187895333,49.3
npop_p2,npop_sweep,8,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9204043391005903,74.3
npop_p2,npop_sweep,8,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9447692966811566,49.7
npop_p2,npop_sweep,8,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8774837953824499,74.3
npop_p2,npop_sweep,8,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8824778910328434,49.7
npop_p2,npop_sweep,8,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9159479164388282,74.3
npop_p2,npop_sweep,8,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9445748245769411,49.7
npop_p2,npop_sweep,8,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8830392234528788,74.3
npop_p2,npop_sweep,8,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8806577802333749,49.7
npop_p2,npop_sweep,8,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9285807905212516,71.6
npop_p2,npop_sweep,8,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9431602132047977,49.8
npop_p2,npop_sweep,8,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8864304378056703,71.6
npop_p2,npop_sweep,8,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8807644292388436,49.8
npop_p2,npop_sweep,8,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9248223893173619,71.6
npop_p2,npop_sweep,8,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.941415603457042,49.8
npop_p2,npop_sweep,8,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8933824324971824,71.6
npop_p2,npop_sweep,8,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8708571896087888,49.8
npop_p2,npop_sweep,9,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9181139799033837,73.4
npop_p2,npop_sweep,9,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9437964815272225,49.6
npop_p2,npop_sweep,9,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.861822542327516,73.4
npop_p2,npop_sweep,9,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8761551824688757,49.6
npop_p2,npop_sweep,9,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.9170219079974244,73.4
npop_p2,npop_sweep,9,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9400059967068071,49.6
npop_p2,npop_sweep,9,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,auto,auto,0.8690430589234036,73.4
npop_p2,npop_sweep,9,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8777836859571271,49.6
npop_p2,npop_sweep,9,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.926749452682944,70.8
npop_p2,npop_sweep,9,EUR,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9452372959933426,49.4
npop_p2,npop_sweep,9,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8739783294709532,70.8
npop_p2,npop_sweep,9,EUR,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8697037491044114,49.4
npop_p2,npop_sweep,9,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.9259508230776304,70.8
npop_p2,npop_sweep,9,EAS,0,20000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.941673749917591,49.4
npop_p2,npop_sweep,9,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx,fixed,0.01,0.8784598694228529,70.8
npop_p2,npop_sweep,9,EAS,1,5000,0.6,1.0,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8835687368535488,49.4
npop_p3,npop_sweep,1,EUR,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx,auto,auto,0.9065771533063705,87.3
npop_p3,npop_sweep,1,EUR,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,auto,auto,0.9364279635211377,61.0
npop_p3,npop_sweep,1,EUR,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx,auto,auto,0.8454009394032438,87.3
npop_p3,npop_sweep,1,EUR,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,auto,auto,0.9006314758384676,61.0
npop_p3,npop_sweep,1,EAS,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx,auto,auto,0.9067506692022902,87.3
npop_p3,npop_sweep,1,EAS,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,auto,auto,0.93352919880456,61.0
npop_p3,npop_sweep,1,EAS,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx,auto,auto,0.8544854205501866,87.3
npop_p3,npop_sweep,1,EAS,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,auto,auto,0.908813799914683,61.0
npop_p3,npop_sweep,1,AFR,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx,auto,auto,0.9102284510072688,87.3
npop_p3,npop_sweep,1,AFR,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,auto,auto,0.9395086864840793,61.0
npop_p3,npop_sweep,1,AFR,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx,auto,auto,0.835274048403904,87.3
npop_p3,npop_sweep,1,AFR,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,auto,auto,0.88538745855591,61.0
npop_p3,npop_sweep,1,EUR,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx,fixed,0.01,0.9181641114669559,84.7
npop_p3,npop_sweep,1,EUR,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9330882207726467,60.7
npop_p3,npop_sweep,1,EUR,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx,fixed,0.01,0.8682279719859672,84.7
npop_p3,npop_sweep,1,EUR,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8915102176684402,60.7
npop_p3,npop_sweep,1,EAS,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx,fixed,0.01,0.9183261991856672,84.7
npop_p3,npop_sweep,1,EAS,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9284973875914547,60.7
npop_p3,npop_sweep,1,EAS,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx,fixed,0.01,0.8780158755153735,84.7
npop_p3,npop_sweep,1,EAS,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9053039331701288,60.7
npop_p3,npop_sweep,1,AFR,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx,fixed,0.01,0.9222159028036128,84.7
npop_p3,npop_sweep,1,AFR,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,fixed,0.01,0.936824996083249,60.7
npop_p3,npop_sweep,1,AFR,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx,fixed,0.01,0.8565551058310777,84.7
npop_p3,npop_sweep,1,AFR,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8841956421940685,60.7
npop_p3,npop_sweep,10,EUR,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx,auto,auto,0.9033306611022267,85.9
npop_p3,npop_sweep,10,EUR,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,auto,auto,0.92594117790255,61.7
npop_p3,npop_sweep,10,EUR,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx,auto,auto,0.8664299300520077,85.9
npop_p3,npop_sweep,10,EUR,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,auto,auto,0.8938180560449909,61.7
npop_p3,npop_sweep,10,EAS,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx,auto,auto,0.9022357546879313,85.9
npop_p3,npop_sweep,10,EAS,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,auto,auto,0.9252106569224184,61.7
npop_p3,npop_sweep,10,EAS,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx,auto,auto,0.8828774909610579,85.9
npop_p3,npop_sweep,10,EAS,1,5000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,auto,auto,0.9049423624853898,61.7
npop_p3,npop_sweep,10,AFR,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx,auto,auto,0.9090863521877367,85.9
npop_p3,npop_sweep,10,AFR,0,20000,0.6,1.0,3,2,0.0,0.5,prscsx_mt,auto,auto,0.9279776721420178,61.7
