scenario,group,seed,pop,trait,n_gwas,rg,frac_shared_causal,n_pop,n_trait,rho_pheno,h2,method,phi_mode,phi,corr,time_s
rgfrac_rg0.0_f0.75,rg_frac_grid,24,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8543190389801859,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,24,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9330313439268162,71.1
rgfrac_rg0.0_f0.75,rg_frac_grid,24,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9377521474415443,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,24,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9234842607660613,71.1
rgfrac_rg0.0_f0.75,rg_frac_grid,24,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9398041855613645,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,24,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8404625014494743,71.1
rgfrac_rg0.0_f0.75,rg_frac_grid,24,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.876184133261339,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,24,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8277670225536218,71.1
rgfrac_rg0.0_f0.75,rg_frac_grid,24,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8409813195391537,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9194870080035183,73.5
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9354448024982381,49.8
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9143870313684733,73.5
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9362819111390865,49.8
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8070493346074662,73.5
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8505249174921315,49.8
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.826509214539697,73.5
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8717275751123615,49.8
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.926827345244567,70.8
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9372244049423716,49.7
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9231324423014999,70.8
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9335533705653801,49.7
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8314110139100056,70.8
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8386903116637953,49.7
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8573079207417404,70.8
rgfrac_rg0.0_f0.75,rg_frac_grid,25,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.857966282923474,49.7
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9054545976947767,73.2
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9222374789780181,49.8
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9096401017233021,73.2
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9314620143585925,49.8
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8214630200495779,73.2
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8838482124623984,49.8
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8101224690988129,73.2
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8667690011126921,49.8
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9142668023173789,70.0
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9221041871164656,49.7
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9169699159826016,70.0
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9291931149898511,49.7
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8478466657622593,70.0
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8816752866911567,49.7
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8362598166625173,70.0
rgfrac_rg0.0_f0.75,rg_frac_grid,26,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8708122354623569,49.7
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9110608611140762,73.8
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9364805978638688,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9187075960285641,73.8
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.939957622210973,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.7796478048897164,73.8
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8398188406560517,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8038878013580305,73.8
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8814975871038158,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9227616924176978,70.7
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9344456053548214,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9278987277636369,70.7
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.945181317753691,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8100779469485093,70.7
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8443262143975523,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.838717866167097,70.7
rgfrac_rg0.0_f0.75,rg_frac_grid,27,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8796157406880873,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9246732338143162,73.4
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9412470720334197,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9187956360338686,73.4
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9305937255528021,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8163846470842812,73.4
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8787769532613093,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.7979946141739955,73.4
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8454399362568794,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9302833483777669,71.2
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9428326010440383,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9260548838730501,71.2
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9303556184166989,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8455251414359458,71.2
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8743780523210531,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8315471059865226,71.2
rgfrac_rg0.0_f0.75,rg_frac_grid,28,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8392226235585755,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9120103102105087,74.3
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9365908487772133,49.8
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9206913903350628,74.3
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9426804375868962,49.8
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.798956067029369,74.3
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8694527326482903,49.8
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8057331774246267,74.3
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8762399047829081,49.8
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9215536115651095,71.7
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9352379917701668,49.9
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9307840242655806,71.7
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9395407394535746,49.9
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8311437327489434,71.7
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8675365723074032,49.9
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8408988788488823,71.7
rgfrac_rg0.0_f0.75,rg_frac_grid,29,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8760498810706339,49.9
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9143572488938063,73.5
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.937445647899365,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9224973577506553,73.5
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9399984505640155,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.7878565384514612,73.5
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8543805156695404,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.7840339926538044,73.5
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8434965522449797,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9221880842331353,71.2
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9386606367680043,49.5
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9320810456540629,71.2
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9380728155645457,49.5
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8252440508817651,71.2
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8613645919915386,49.5
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8191141351682001,71.2
rgfrac_rg0.0_f0.75,rg_frac_grid,3,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8451873220053864,49.5
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9256496705800615,73.4
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.949270924505236,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9193300306369875,73.4
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.944834185616719,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8180332145337686,73.4
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8718689573193558,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8005690890728482,73.4
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.892654258349928,49.4
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9352903637135819,71.2
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9505392562029882,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9303392425354848,71.2
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9460934293681498,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8452295909471417,71.2
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8755540944146466,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8453279161238355,71.2
rgfrac_rg0.0_f0.75,rg_frac_grid,30,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9017305379669679,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9079419105674128,75.5
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9303199040862339,51.0
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9152317088670613,75.5
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9355380423100084,51.0
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8089490283364588,75.5
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8638782564554492,51.0
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8149900131583894,75.5
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8943214310780025,51.0
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9161600278213847,72.5
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9267478580975832,50.7
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9252569020431769,72.5
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9357465443387288,50.7
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8409930024867025,72.5
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8620434793260565,50.7
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8573749343041315,72.5
rgfrac_rg0.0_f0.75,rg_frac_grid,4,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8832192944069557,50.7
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9140445788690993,74.3
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9337152387871256,49.9
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9125750572258887,74.3
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9365665713077996,49.9
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.7923588941462152,74.3
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.851955838078696,49.9
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.7963568066241657,74.3
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8362486934261055,49.9
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9215823501712188,71.5
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9340667428656926,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9232951666465362,71.5
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9293452508693194,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8290418280918382,71.5
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8595435627860158,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8265794745290388,71.5
rgfrac_rg0.0_f0.75,rg_frac_grid,5,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.8361616485248575,49.3
rgfrac_rg0.0_f0.75,rg_frac_grid,6,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9196338542345166,73.8
rgfrac_rg0.0_f0.75,rg_frac_grid,6,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9458311258793946,50.0
rgfrac_rg0.0_f0.75,rg_frac_grid,6,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.9191584124526385,73.8
rgfrac_rg0.0_f0.75,rg_frac_grid,6,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.9313656766651996,50.0
rgfrac_rg0.0_f0.75,rg_frac_grid,6,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.8043881887071862,73.8
rgfrac_rg0.0_f0.75,rg_frac_grid,6,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8655854120968511,50.0
rgfrac_rg0.0_f0.75,rg_frac_grid,6,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx,auto,auto,0.7824242059260965,73.8
rgfrac_rg0.0_f0.75,rg_frac_grid,6,EAS,1,3000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,auto,auto,0.8406839077295716,50.0
rgfrac_rg0.0_f0.75,rg_frac_grid,6,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.929487487056039,71.5
rgfrac_rg0.0_f0.75,rg_frac_grid,6,EUR,0,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9479159820030171,49.7
rgfrac_rg0.0_f0.75,rg_frac_grid,6,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.9285905909225736,71.5
rgfrac_rg0.0_f0.75,rg_frac_grid,6,EUR,1,20000,0.0,0.75,2,2,0.0,0.5,prscsx_mt,fixed,0.01,0.9313864143421914,49.7
rgfrac_rg0.0_f0.75,rg_frac_grid,6,EAS,0,3000,0.0,0.75,2,2,0.0,0.5,prscsx,fixed,0.01,0.8339915860809467,71.5
