scenario,group,rg,frac_shared_causal,pop,trait,phi_mode,seed,corr_prscsx,corr_prscsx_mt,delta
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,16,0.926444480120949,0.9467043995237441,0.020259919402795035
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,17,0.9219260098056566,0.9386836503087359,0.016757640503079263
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,18,0.9145243186931556,0.9241546086888955,0.009630289995739894
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,19,0.9205819712811766,0.9362024835030306,0.01562051222185401
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,2,0.9292898573112158,0.9449109244821111,0.015621067170895286
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,20,0.9207795562589659,0.9371384407962935,0.01635888453732759
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,21,0.9187158578882526,0.9272779365615975,0.008562078673344908
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,22,0.9243756138428324,0.9402144276257657,0.01583881378293328
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,23,0.9264517574642256,0.9372861292491407,0.010834371784915087
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,24,0.9198456670819233,0.9315624121834882,0.011716745101564952
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,25,0.9150559138254433,0.9312450000996849,0.01618908627424165
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,26,0.9149855808547634,0.9264990228479313,0.011513441993167839
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,27,0.9170103699479609,0.9351299153346536,0.018119545386692693
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,28,0.9250079125887462,0.9425879569508215,0.017580044362075387
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,29,0.9228892742177387,0.9403223393375402,0.017433065119801472
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,3,0.923907643906729,0.9400826774349191,0.016175033528190164
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,30,0.9180329229704643,0.9370751793677058,0.01904225639724144
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,4,0.926360805415775,0.937787719401098,0.011426913985322917
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,5,0.9252351525988713,0.9479812971715269,0.022746144572655558
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,6,0.9239628687819819,0.9379379942828863,0.013975125500904406
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,7,0.9312154309312322,0.935814860208272,0.004599429277039824
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,8,0.9248223893173619,0.9426607884832336,0.01783839916587171
power_10to1,power_asym,0.6,1.0,EAS,0,fixed,9,0.9259508230776304,0.9424283690999401,0.016477546022309664
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,1,0.763290973973908,0.7401705186641653,-0.023120455309742716
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,10,0.7817671115570635,0.7302537281196079,-0.051513383437455595
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,11,0.7656558912838592,0.7244304159652397,-0.04122547531861953
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,12,0.7492681511471758,0.7097688209159752,-0.03949933023120067
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,13,0.758919172406884,0.7876466100672158,0.02872743766033181
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,14,0.7686662410461894,0.6999763465636577,-0.06868989448253171
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,15,0.7387810984958663,0.7280329833856832,-0.010748115110183032
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,16,0.7754757215034974,0.7245277587717717,-0.05094796273172575
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,17,0.7950897932419559,0.7213011637032313,-0.07378862953872467
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,18,0.7755812814493354,0.7407462960121717,-0.03483498543716368
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,19,0.7648155800128702,0.7631663942141916,-0.0016491857986785652
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,2,0.7682348815677802,0.7106866120514692,-0.05754826951631098
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,20,0.7903702674998238,0.7686152880192925,-0.02175497948053129
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,21,0.7734496958076351,0.7373100018895258,-0.03613969391810934
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,22,0.787504561111674,0.764057563193469,-0.023446997918205037
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,23,0.7826491560177331,0.7866976787733233,0.0040485227555902
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,24,0.7614362691988007,0.7025355561090219,-0.058900713089778844
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,25,0.7589805482963584,0.6817583472208808,-0.07722220107547761
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,26,0.719864307246335,0.6668372489753172,-0.053027058271017835
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,27,0.789334934374935,0.7664945909813148,-0.022840343393620177
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,28,0.7710751838651452,0.7591850786535621,-0.011890105211583069
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,29,0.7730917688832798,0.7353245257674296,-0.037767243115850224
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,3,0.7684584871126097,0.714566312929655,-0.053892174182954666
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,30,0.7681539911649125,0.7575798147845874,-0.010574176380325095
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,4,0.7862886499894237,0.7525631002457551,-0.03372554974366859
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,5,0.7739887191617004,0.7419890768301308,-0.0319996423315696
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,6,0.7693483716289581,0.7413039691515679,-0.02804440247739015
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,7,0.7962423663507479,0.723261719492017,-0.07298064685873085
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,8,0.7929613793060207,0.7304186029551247,-0.062542776350896
power_10to1,power_asym,0.6,1.0,EAS,1,fixed,9,0.7500948282729986,0.7071351893713016,-0.04295963890169696
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,1,0.9163482009893956,0.9334185100323592,0.017070309042963583
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,10,0.9182143123644152,0.9274485449809879,0.009234232616572746
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,11,0.9236282330709085,0.9329248500151485,0.00929661694424
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,12,0.9225170473503496,0.9336397220306852,0.011122674680335676
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,13,0.9152509436097598,0.9294823544835565,0.014231410873796757
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,14,0.9155253692417437,0.9348252030331317,0.019299833791388
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,15,0.922268861974713,0.9401513406208492,0.017882478646136124
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,16,0.922052068823277,0.9363523732511168,0.014300304427839805
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,17,0.9244899307763437,0.9450291259981877,0.020539195221843998
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,18,0.9179710857108593,0.9293905431976389,0.011419457486779638
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,19,0.9174335068778314,0.9362795195477887,0.018846012669957224
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,2,0.9290352815264178,0.9399014540753884,0.010866172548970598
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,20,0.932856065220829,0.9460164917962961,0.013160426575467121
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,21,0.9142495287283834,0.9354794525812776,0.02122992385289424
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,22,0.9258146712387809,0.9368616419840348,0.011046970745253848
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,23,0.9241131270330616,0.9331952448439463,0.009082117810884749
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,24,0.919159875682085,0.9371786658323973,0.01801879015031227
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,25,0.9138087336214119,0.9309916772609012,0.017182943639489245
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,26,0.9125080093314009,0.9250987623064394,0.012590752975038533
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,27,0.9208804927418617,0.9412725778107531,0.020392085068891452
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,28,0.9262577845876614,0.9352988108525857,0.009041026264924312
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,29,0.9185779825401528,0.9362720680471835,0.017694085507030777
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,3,0.9288908410456166,0.9442093352166706,0.01531849417105402
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,30,0.9162469454099098,0.9343779898917077,0.01813104448179792
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,4,0.9251487645080122,0.9381485918321818,0.0129998273241696
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,5,0.9272823736593614,0.9419733848750246,0.014691011215663186
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,6,0.9197827824669318,0.934417240007469,0.01463445754053716
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,7,0.9285347016369578,0.9398976879771811,0.011362986340223258
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,8,0.9285807905212516,0.9464558902015254,0.017875099680273787
power_10to1,power_asym,0.6,1.0,EUR,0,fixed,9,0.926749452682944,0.9460414898917257,0.019292037208781698
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,1,0.7879235361374646,0.7800406159514895,-0.007882920185975029
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,10,0.7715006259186655,0.7324155136502122,-0.03908511226845335
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,11,0.7718490909595996,0.7433367663483468,-0.02851232461125286
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,12,0.778706741046187,0.7624592640399791,-0.016247477006207878
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,13,0.7706140308408274,0.7406629379523322,-0.02995109288849518
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,14,0.7584663173743046,0.7056021176286461,-0.05286419974565848
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,15,0.7529765464306275,0.7247675845884247,-0.028208961842202784
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,16,0.8124348699372805,0.8054637802984411,-0.006971089638839412
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,17,0.7675819038932247,0.7020640471295914,-0.06551785676363331
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,18,0.7636300406339473,0.6994993834019012,-0.06413065723204614
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,19,0.787754742259694,0.7676792150814444,-0.020075527178249564
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,2,0.780793071943164,0.7396342555176452,-0.041158816425518885
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,20,0.7404401822734578,0.7258635843419707,-0.014576597931487023
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,21,0.7707487655091884,0.7318575350507774,-0.03889123045841092
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,22,0.7764766517464372,0.7685994474007247,-0.007877204345712485
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,23,0.8176542248824643,0.7815768281505726,-0.0360773967318917
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,24,0.7572800934722514,0.7072152419706434,-0.050064851501608
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,25,0.7605717874076114,0.7075455409755935,-0.05302624643201792
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,26,0.7604147271714791,0.7246373795587251,-0.035777347612753974
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,27,0.7621921984478317,0.7566622083564947,-0.005529990091337034
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,28,0.7776795818127077,0.7466052367130981,-0.0310743450996096
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,29,0.8022398528383821,0.7612810657327513,-0.04095878710563072
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,3,0.7863107751180792,0.7422292375798881,-0.04408153753819111
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,30,0.760553667493636,0.7410862831983256,-0.019467384295310364
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,4,0.7740033690167174,0.7203116944758929,-0.05369167454082446
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,5,0.7868797961941241,0.786696901014013,-0.00018289518011105343
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,6,0.7558653315127446,0.7199917606465925,-0.03587357086615206
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,7,0.7855194219356122,0.7441474667863904,-0.04137195514922176
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,8,0.7718607557446482,0.7254089035153513,-0.04645185222929693
power_10to1,power_asym,0.6,1.0,EUR,1,fixed,9,0.7491776284813174,0.7275375552319475,-0.021640073249369896
power_1to1,power_asym,0.6,1.0,EAS,0,auto,1,0.914642563586539,0.9405111547827392,0.02586859119620022
power_1to1,power_asym,0.6,1.0,EAS,0,auto,10,0.9016296672272792,0.9284763158662946,0.026846648639015425
power_1to1,power_asym,0.6,1.0,EAS,0,auto,11,0.9131387610996053,0.9382429390759081,0.02510417797630271
power_1to1,power_asym,0.6,1.0,EAS,0,auto,12,0.9094470790158569,0.9319817425726816,0.022534663556824763
power_1to1,power_asym,0.6,1.0,EAS,0,auto,13,0.9006747947261372,0.9267067389754903,0.026031944249353067
power_1to1,power_asym,0.6,1.0,EAS,0,auto,14,0.900345322522477,0.9303871221955697,0.03004179967309273
power_1to1,power_asym,0.6,1.0,EAS,0,auto,15,0.9118260582045408,0.9372592237469279,0.02543316554238717
power_1to1,power_asym,0.6,1.0,EAS,0,auto,16,0.9159668378894203,0.9507471170309059,0.034780279141485515
power_1to1,power_asym,0.6,1.0,EAS,0,auto,17,0.9103956860087279,0.9399053691826278,0.029509683173899903
power_1to1,power_asym,0.6,1.0,EAS,0,auto,18,0.9043442081206241,0.9260189760951081,0.021674767974483977
power_1to1,power_asym,0.6,1.0,EAS,0,auto,19,0.910565195194303,0.9399880442645239,0.029422849070220858
power_1to1,power_asym,0.6,1.0,EAS,0,auto,2,0.918543271889794,0.948533509997557,0.029990238107763023
power_1to1,power_asym,0.6,1.0,EAS,0,auto,20,0.9071373206653874,0.943683737500121,0.036546416834733586
power_1to1,power_asym,0.6,1.0,EAS,0,auto,21,0.9099830252131028,0.9331635422143686,0.023180517001265777
power_1to1,power_asym,0.6,1.0,EAS,0,auto,22,0.9162609640958586,0.9367581569381493,0.02049719284229079
power_1to1,power_asym,0.6,1.0,EAS,0,auto,23,0.9125805130913143,0.9407972512478253,0.028216738156511045
power_1to1,power_asym,0.6,1.0,EAS,0,auto,24,0.9095811687016198,0.9324091571340611,0.022827988432441382
power_1to1,power_asym,0.6,1.0,EAS,0,auto,25,0.9046761941805322,0.9327543267574585,0.028078132576926262
power_1to1,power_asym,0.6,1.0,EAS,0,auto,26,0.9064925631219669,0.9262735498262449,0.01978098670427797
power_1to1,power_asym,0.6,1.0,EAS,0,auto,27,0.9054359196656117,0.936236937038939,0.0308010173733273
power_1to1,power_asym,0.6,1.0,EAS,0,auto,28,0.9155893543832588,0.9437688115860869,0.028179457202828107
power_1to1,power_asym,0.6,1.0,EAS,0,auto,29,0.9112923181793148,0.937732796847811,0.026440478668496192
power_1to1,power_asym,0.6,1.0,EAS,0,auto,3,0.9110528747571777,0.9472435083932063,0.03619063363602859
power_1to1,power_asym,0.6,1.0,EAS,0,auto,30,0.9082124159645917,0.930734573234114,0.022522157269522336
power_1to1,power_asym,0.6,1.0,EAS,0,auto,4,0.9166927256271585,0.9377145159873583,0.0210217903601998
power_1to1,power_asym,0.6,1.0,EAS,0,auto,5,0.9137983610500783,0.9467029095366808,0.032904548486602514
power_1to1,power_asym,0.6,1.0,EAS,0,auto,6,0.91372474617699,0.9381167612273142,0.02439201505032429
power_1to1,power_asym,0.6,1.0,EAS,0,auto,7,0.9233064216683832,0.9405979240405838,0.017291502372200673
power_1to1,power_asym,0.6,1.0,EAS,0,auto,8,0.9159479164388282,0.9423563382565436,0.02640842181771541
power_1to1,power_asym,0.6,1.0,EAS,0,auto,9,0.9170219079974244,0.9418515297381644,0.024829621740739993
power_1to1,power_asym,0.6,1.0,EAS,1,auto,1,0.9027405844235872,0.9229065856137891,0.020166001190201954
power_1to1,power_asym,0.6,1.0,EAS,1,auto,10,0.9130737680509323,0.9405600916574927,0.027486323606560337
power_1to1,power_asym,0.6,1.0,EAS,1,auto,11,0.9115494653527677,0.9344834224029134,0.02293395705014567
power_1to1,power_asym,0.6,1.0,EAS,1,auto,12,0.9112495597314333,0.939443907724203,0.028194347992769764
power_1to1,power_asym,0.6,1.0,EAS,1,auto,13,0.902717998640065,0.9254499592150872,0.022731960575022248
power_1to1,power_asym,0.6,1.0,EAS,1,auto,14,0.9140313679259779,0.9403629192800597,0.026331551354081717
power_1to1,power_asym,0.6,1.0,EAS,1,auto,15,0.9008115455385695,0.9235948018700849,0.022783256331515456
power_1to1,power_asym,0.6,1.0,EAS,1,auto,16,0.9128631239837703,0.948387513468314,0.03552438948454362
power_1to1,power_asym,0.6,1.0,EAS,1,auto,17,0.9237378045177681,0.9521201692605672,0.028382364742799093
power_1to1,power_asym,0.6,1.0,EAS,1,auto,18,0.9049944930902479,0.9254732450611481,0.02047875197090021
power_1to1,power_asym,0.6,1.0,EAS,1,auto,19,0.9108018260421783,0.9454088525932914,0.03460702655111314
power_1to1,power_asym,0.6,1.0,EAS,1,auto,2,0.9195121778710068,0.9430013998000454,0.023489221929038573
power_1to1,power_asym,0.6,1.0,EAS,1,auto,20,0.9082409233004688,0.9268374603717564,0.01859653707128761
power_1to1,power_asym,0.6,1.0,EAS,1,auto,21,0.9133730512514306,0.9420764325286345,0.028703381277203843
power_1to1,power_asym,0.6,1.0,EAS,1,auto,22,0.9139431083956002,0.9418613541115393,0.02791824571593904
power_1to1,power_asym,0.6,1.0,EAS,1,auto,23,0.9072692975633818,0.9403385153786715,0.03306921781528971
power_1to1,power_asym,0.6,1.0,EAS,1,auto,24,0.9021184536430112,0.9296463494983168,0.027527895855305573
power_1to1,power_asym,0.6,1.0,EAS,1,auto,25,0.9141388532747676,0.9454013321535052,0.031262478878737565
power_1to1,power_asym,0.6,1.0,EAS,1,auto,26,0.8983355017834561,0.921635373193908,0.023299871410451867
power_1to1,power_asym,0.6,1.0,EAS,1,auto,27,0.9148241345511811,0.9373673874315225,0.022543252880341424
power_1to1,power_asym,0.6,1.0,EAS,1,auto,28,0.911120583284856,0.9427261414393587,0.03160555815450272
power_1to1,power_asym,0.6,1.0,EAS,1,auto,29,0.9071949822300382,0.932070403278716,0.024875421048677793
power_1to1,power_asym,0.6,1.0,EAS,1,auto,3,0.905077377191672,0.9306430217709958,0.025565644579323754
power_1to1,power_asym,0.6,1.0,EAS,1,auto,30,0.9054994552442627,0.933768698745211,0.028269243500948282
power_1to1,power_asym,0.6,1.0,EAS,1,auto,4,0.913110981383803,0.9365140735352028,0.023403092151399796
power_1to1,power_asym,0.6,1.0,EAS,1,auto,5,0.9233584584652904,0.9437522831503459,0.02039382468505546
power_1to1,power_asym,0.6,1.0,EAS,1,auto,6,0.9108749164367533,0.9381167502179106,0.0272418337811573
power_1to1,power_asym,0.6,1.0,EAS,1,auto,7,0.920231733114217,0.9452574873505776,0.025025754236360553
power_1to1,power_asym,0.6,1.0,EAS,1,auto,8,0.9211983726120515,0.9430000289800751,0.02180165636802356
power_1to1,power_asym,0.6,1.0,EAS,1,auto,9,0.9134207286632129,0.9385376498909841,0.025116921227771205
power_1to1,power_asym,0.6,1.0,EUR,0,auto,1,0.9084064019334399,0.9368812578163083,0.028474855882868355
power_1to1,power_asym,0.6,1.0,EUR,0,auto,10,0.9088922841446869,0.9266468349812333,0.017754550836546423
power_1to1,power_asym,0.6,1.0,EUR,0,auto,11,0.9141160246635992,0.9325123348936745,0.018396310230075263
power_1to1,power_asym,0.6,1.0,EUR,0,auto,12,0.9108235739560097,0.9345733136859623,0.023749739729952646
power_1to1,power_asym,0.6,1.0,EUR,0,auto,13,0.9016956048831164,0.9301759399886133,0.028480335105496857
power_1to1,power_asym,0.6,1.0,EUR,0,auto,14,0.9015874349325604,0.931467500111288,0.029880065178727544
power_1to1,power_asym,0.6,1.0,EUR,0,auto,15,0.9105504593179713,0.9411965797205167,0.03064612040254544
power_1to1,power_asym,0.6,1.0,EUR,0,auto,16,0.91086592848511,0.9436756035713637,0.032809675086253653
power_1to1,power_asym,0.6,1.0,EUR,0,auto,17,0.9133754011412111,0.9414711267250376,0.02809572558382656
power_1to1,power_asym,0.6,1.0,EUR,0,auto,18,0.9062972114723137,0.9276863646176204,0.02138915314530676
power_1to1,power_asym,0.6,1.0,EUR,0,auto,19,0.9079856611514119,0.9346943194830467,0.026708658331634827
power_1to1,power_asym,0.6,1.0,EUR,0,auto,2,0.9195885270686761,0.9445304361103646,0.02494190904168847
power_1to1,power_asym,0.6,1.0,EUR,0,auto,20,0.9207464624294918,0.9509471836850714,0.0302007212555796
power_1to1,power_asym,0.6,1.0,EUR,0,auto,21,0.9028966587977919,0.930260469225145,0.02736381042735314
power_1to1,power_asym,0.6,1.0,EUR,0,auto,22,0.9161573251815938,0.9395252335965423,0.023367908414948513
power_1to1,power_asym,0.6,1.0,EUR,0,auto,23,0.911100613273632,0.9386639911686608,0.02756337789502883
power_1to1,power_asym,0.6,1.0,EUR,0,auto,24,0.9066789809380915,0.9365878644730811,0.02990888353498955
power_1to1,power_asym,0.6,1.0,EUR,0,auto,25,0.9042019104228152,0.9300402427506114,0.0258383323277962
power_1to1,power_asym,0.6,1.0,EUR,0,auto,26,0.9032679725792849,0.9281347950704029,0.024866822491117935
power_1to1,power_asym,0.6,1.0,EUR,0,auto,27,0.9106867507295497,0.941361159778743,0.030674409049193274
power_1to1,power_asym,0.6,1.0,EUR,0,auto,28,0.916083184494553,0.9391499733244317,0.02306678882987878
power_1to1,power_asym,0.6,1.0,EUR,0,auto,29,0.9060611565753512,0.9382921290502441,0.032230972474892816
power_1to1,power_asym,0.6,1.0,EUR,0,auto,3,0.9164412471095197,0.9511624486406713,0.03472120153115166
power_1to1,power_asym,0.6,1.0,EUR,0,auto,30,0.9067146060553688,0.9356117355517486,0.028897129496379792
power_1to1,power_asym,0.6,1.0,EUR,0,auto,4,0.9143162386844941,0.9385153562446491,0.024199117560155026
power_1to1,power_asym,0.6,1.0,EUR,0,auto,5,0.9145718596165303,0.9435734401304515,0.02900158051392121
power_1to1,power_asym,0.6,1.0,EUR,0,auto,6,0.9079675075024841,0.931063343636966,0.02309583613448185
power_1to1,power_asym,0.6,1.0,EUR,0,auto,7,0.9191216247087596,0.942684710314742,0.023563085605982415
power_1to1,power_asym,0.6,1.0,EUR,0,auto,8,0.9204043391005903,0.9469518089516431,0.02654746985105283
power_1to1,power_asym,0.6,1.0,EUR,0,auto,9,0.9181139799033837,0.947018772794815,0.02890479289143122
power_1to1,power_asym,0.6,1.0,EUR,1,auto,1,0.9060402848684768,0.9307043369941032,0.02466405212562639
power_1to1,power_asym,0.6,1.0,EUR,1,auto,10,0.9087642534078118,0.9327816657831257,0.024017412375313962
power_1to1,power_asym,0.6,1.0,EUR,1,auto,11,0.9127086693841648,0.932618857900354,0.019910188516189198
power_1to1,power_asym,0.6,1.0,EUR,1,auto,12,0.9028960549862379,0.930174631875478,0.02727857688924007
power_1to1,power_asym,0.6,1.0,EUR,1,auto,13,0.9003205243897718,0.923950884110898,0.02363035972112615
power_1to1,power_asym,0.6,1.0,EUR,1,auto,14,0.9137694117902817,0.9384179584590256,0.024648546668743943
power_1to1,power_asym,0.6,1.0,EUR,1,auto,15,0.9063182385702135,0.9293931806860911,0.023074942115877572
power_1to1,power_asym,0.6,1.0,EUR,1,auto,16,0.913987115229627,0.9441707169762233,0.0301836017465964
power_1to1,power_asym,0.6,1.0,EUR,1,auto,17,0.9207750224513561,0.9452777402682488,0.024502717816892727
power_1to1,power_asym,0.6,1.0,EUR,1,auto,18,0.9137804857431583,0.9366618910323097,0.02288140528915139
power_1to1,power_asym,0.6,1.0,EUR,1,auto,19,0.916420837754506,0.9421192818191796,0.025698444064673587
power_1to1,power_asym,0.6,1.0,EUR,1,auto,2,0.9190541548984589,0.9393101440049118,0.020255989106452876
power_1to1,power_asym,0.6,1.0,EUR,1,auto,20,0.9061359755532578,0.9264249647050632,0.020288989151805437
power_1to1,power_asym,0.6,1.0,EUR,1,auto,21,0.9134064082555059,0.9361887634300192,0.022782355174513325
power_1to1,power_asym,0.6,1.0,EUR,1,auto,22,0.9122916305534108,0.9375571644768323,0.025265533923421568
power_1to1,power_asym,0.6,1.0,EUR,1,auto,23,0.9252237395014762,0.9551251937265692,0.02990145422509305
power_1to1,power_asym,0.6,1.0,EUR,1,auto,24,0.8991204190840093,0.9303914032184765,0.03127098413446716
power_1to1,power_asym,0.6,1.0,EUR,1,auto,25,0.9081881431784936,0.9346104495154328,0.026422306336939205
power_1to1,power_asym,0.6,1.0,EUR,1,auto,26,0.9036459592520347,0.9273446536130948,0.02369869436106009
power_1to1,power_asym,0.6,1.0,EUR,1,auto,27,0.909641486319572,0.9339640458067915,0.02432255948721951
power_1to1,power_asym,0.6,1.0,EUR,1,auto,28,0.9161016392023251,0.9424209217684585,0.026319282566133362
power_1to1,power_asym,0.6,1.0,EUR,1,auto,29,0.9204268524716421,0.9417873085893167,0.021360456117674564
power_1to1,power_asym,0.6,1.0,EUR,1,auto,3,0.9127115624732278,0.9344332754204423,0.021721712947214478
power_1to1,power_asym,0.6,1.0,EUR,1,auto,30,0.9082824771108104,0.9346271991294242,0.02634472201861371
power_1to1,power_asym,0.6,1.0,EUR,1,auto,4,0.9203829869811657,0.9415112186986534,0.021128231717487678
power_1to1,power_asym,0.6,1.0,EUR,1,auto,5,0.9151760281837222,0.937861045590774,0.022685017407051755
power_1to1,power_asym,0.6,1.0,EUR,1,auto,6,0.9125512860973523,0.9384954247167349,0.025944138619382606
power_1to1,power_asym,0.6,1.0,EUR,1,auto,7,0.9066112835798219,0.9361713677527471,0.029560084172925216
power_1to1,power_asym,0.6,1.0,EUR,1,auto,8,0.9175823710543665,0.9438901720322447,0.026307800977878215
power_1to1,power_asym,0.6,1.0,EUR,1,auto,9,0.9065173107837579,0.9311739322694754,0.024656621485717567
power_1to1,power_asym,0.6,1.0,EAS,0,fixed,1,0.9233182530226369,0.9363197794394756,0.013001526416838716
power_1to1,power_asym,0.6,1.0,EAS,0,fixed,10,0.9135973323957784,0.9304060847712846,0.016808752375506164
power_1to1,power_asym,0.6,1.0,EAS,0,fixed,11,0.9221377978204125,0.9396306054294986,0.017492807609086114
power_1to1,power_asym,0.6,1.0,EAS,0,fixed,12,0.9203013123359632,0.9347448777661043,0.014443565430141025
power_1to1,power_asym,0.6,1.0,EAS,0,fixed,13,0.9124399577918436,0.9256203672263159,0.013180409434472296
power_1to1,power_asym,0.6,1.0,EAS,0,fixed,14,0.9110325000213222,0.9291425098159661,0.018110009794643944
power_1to1,power_asym,0.6,1.0,EAS,0,fixed,15,0.9216132727275274,0.9362552980411233,0.01464202531359593
power_1to1,power_asym,0.6,1.0,EAS,0,fixed,16,0.926444480120949,0.9486662148435699,0.0222217347226209
power_1to1,power_asym,0.6,1.0,EAS,0,fixed,17,0.9219260098056566,0.9410689410324403,0.019142931226783677
